state.district,MemberName,Destination,TravelSponsor,Departure_Date,Return_Date,travel.time,namedate
IA4,"Latham, Tom","Cambridge, MD",The Congressional Institute,11/1/07,11/3/07,3,IA4 2007-11-01
CA9,"Lee, Barbara","Detroit, MI",Central United Methodist Church,12/2/07,12/3/07,2,CA9 2007-12-02
CA9,"Lee, Barbara","Johannesburg, South Africa",Congressional Black Caucus,11/26/07,12/1/07,6,CA9 2007-11-26
CA9,"Lee, Barbara","New York City, New York",The Humpty Dumpty Institute,10/7/07,10/9/07,3,CA9 2007-10-07
CA9,"Lee, Barbara","Dallas, TX",Congressional Black Caucus Institute,10/12/07,10/14/07,3,CA9 2007-10-12
CA9,"Lee, Barbara",Los Angeles,Maher Live Inc.,4/4/08,4/5/08,2,CA9 2008-04-04
CA9,"Lee, Barbara","New York, NY",Humpty Dumpty Institute,2/10/08,2/11/08,2,CA9 2008-02-10
CA9,"Lee, Barbara","Houston, TX",Asian and Pacific Islander American Health Forum,7/18/08,7/20/08,3,CA9 2008-07-18
CA9,"Lee, Barbara","Dakar, Senegal","The Global Fund to Fight AIDS, Tuberculosis, and Malaria",12/5/08,12/13/08,9,CA9 2008-12-05
CA9,"Lee, Barbara","San Francisco, CA",Congressional Black Caucus Foundation,12/2/08,12/6/08,5,CA9 2008-12-02
MI12,"Levin, Sander","Baltimore, MD",Catholic Health Assocation,2/21/08,2/22/08,2,MI12 2008-02-21
MI12,"Levin, Sander","Boston, MS",Harvard University,4/28/08,4/29/08,2,MI12 2008-04-28
CA41,"Lewis, Jerry","White Sulpher Springs, WV",Congressional Institute,1/24/08,1/26/08,3,CA41 2008-01-24
GA5,"Lewis, John","Tucson, AZ",Parson Corporations,1/24/08,1/25/08,2,GA5 2008-01-24
GA5,"Lewis, John","Rock Hill, SC",City of Rock Hill,1/20/08,1/21/08,2,GA5 2008-01-20
GA5,"Lewis, John","Athens, GA","University of Georgia, Emory University, Georgia Insitute of Technology",1/8/08,1/11/08,4,GA5 2008-01-08
GA5,"Lewis, John","Charleston, SC","Structural Financial Associates, Inc",3/7/08,3/7/08,1,GA5 2008-03-07
GA5,"Lewis, John","Jackson, MS",Faith and Politics,3/28/08,3/29/08,2,GA5 2008-03-28
GA5,"Lewis, John",Memphis,"April 4th Foundation, Inc.",4/4/08,4/5/08,2,GA5 2008-04-04
GA5,"Lewis, John","Portland, OR",Lewis and Clark Law School,5/23/08,5/24/08,2,GA5 2008-05-23
GA5,"Lewis, John","Shreveport, LA",Amistad Radio Group,6/13/08,6/14/08,2,GA5 2008-06-13
GA5,"Lewis, John","Marietta, OH",Marietta College,5/16/08,5/17/08,2,GA5 2008-05-16
GA5,"Lewis, John",AR,"Centeral High Museum, Inc.",9/23/07,9/24/07,2,GA5 2007-09-23
GA5,"Lewis, John","Grand Rapids, MI",Gerald R. Ford Foundation,10/13/07,10/14/07,2,GA5 2007-10-13
GA5,"Lewis, John","New York, NY",The American Youth Policy Forum,10/5/07,10/8/07,4,GA5 2007-10-05
GA5,"Lewis, John","Birmingham, AL",Federation of Southern Cooperative/Land Assistance Fund,8/14/08,8/16/08,3,GA5 2008-08-14
GA5,"Lewis, John",n/a,n/a,8/15/08,8/17/08,3,GA5 2008-08-15
GA5,"Lewis, John",Kansas city,Robert J. Dole Institute of Politics,10/21/07,10/22/07,2,GA5 2007-10-21
GA5,"Lewis, John",Los Angelas,Matthew Shepard Foundation,10/26/07,10/27/07,2,GA5 2007-10-26
GA5,"Lewis, John",Chicago,National Education Association,11/1/07,11/2/07,2,GA5 2007-11-01
GA5,"Lewis, John","Boston, MA","Shorenstein Center, Howard Kennedy School, Harvard University",11/20/08,11/21/08,2,GA5 2008-11-20
GA5,"Lewis, John",Virgin Islands,Congressional Black Caucus Foundation,12/3/08,12/7/08,5,GA5 2008-12-03
GA5,"Lewis, John","Williamstown, MA",Williams College,11/17/08,11/18/08,2,GA5 2008-11-17
GA5,"Lewis, John","New York, NY",The Palay Center of Media,10/20/08,10/21/08,2,GA5 2008-10-20
GA5,"Lewis, John","Jackson, MS",Sunflower County Civil Rights Organization,9/12/08,9/13/08,2,GA5 2008-09-12
GA5,"Lewis, John","Atlanta, GA","Springfield, IL Branch of the NAACP",10/11/08,10/12/08,2,GA5 2008-10-11
KY2,"Lewis, Ron","Cambridge, MD",The Congressional Institute,11/1/07,11/3/07,3,KY2 2007-11-01
GA7,"Linder, John","Kiev, Ukranie",International Tax and Investment Center,2/17/08,2/20/08,4,GA7 2008-02-17
IL3,"Lipinski, Daniel","Nashville, TN -",Vanderbilt University,12/4/08,12/8/08,5,IL3 2008-12-04
CA16,"Lofgren, Zoe","Los Angeles, CA",Stanford University,9/8/07,9/9/07,2,CA16 2007-09-08
NY18,"Lowey, Nita","Queenstown, MD",Third Way,10/27/07,10/28/07,2,NY18 2007-10-27
NY18,"Lowey, Nita",Jerusalem,The Saban Center of Brookings,11/1/07,11/6/07,6,NY18 2007-11-01
NY18,"Lowey, Nita","Liberia, Costa Rica",The Apsen Institute Congressional Program,11/27/07,12/1/07,5,NY18 2007-11-27
NY18,"Lowey, Nita","Tel Aviv, Israel",American Israel Education Foundation (AIEF),1/5/08,1/13/08,9,NY18 2008-01-05
NY18,"Lowey, Nita","Delhi, India",RESULTS Educational Fund,3/20/08,3/29/08,10,NY18 2008-03-20
NY18,"Lowey, Nita","Rome, Italy",The Aspen Institute Congressional Program,5/23/08,6/1/08,10,NY18 2008-05-23
NY18,"Lowey, Nita","Paris, France",The Apsen Institute Congressional Program,8/15/08,8/23/08,9,NY18 2008-08-15
OK3,"Lucas, Frank","Istanbul, Turkey Ankara, Turk","The Rumi Forum, Inc",8/15/08,8/23/08,9,OK3 2008-08-15
OK3,"Lucas, Frank","Amsterdam, The Netherland",Franklin Center for Global Policy Exchange,11/8/08,11/18/08,11,OK3 2008-11-08
OK3,"Lucas, Frank","Berlin, Germany",United States Association of Former Members of Congress Congressional Study Group on Germany,10/5/07,10/10/07,6,OK3 2007-10-05
CA3,"Lungren, Daniel E.","Cambridge, Maryland",The Congressional Institute,11/1/07,11/3/07,3,CA3 2007-11-01
CA3,"Lungren, Daniel E.","Baltimore, MD",Mercatus Center,2/22/08,2/23/08,2,CA3 2008-02-22
CA3,"Lungren, Daniel E.","Chicago, IL",Notre Dame Alumni Association,11/8/07,11/11/07,4,CA3 2007-11-08
FL16,"Mahoney, Tim","Fredericksburg, VA",Civil War Preservation Trust,11/14/08,11/14/08,1,FL16 2008-11-14
NY14,"Maloney, Carolyn","Sarasota, FL",National Foundation for Women Legislators (NFWL),11/20/08,11/21/08,2,NY14 2008-11-20
MA7,"Markey, Edward J.","Denver/Boulder, CO",American Meteorological Society (AMS),8/11/08,8/13/08,3,MA7 2008-08-11
MA7,"Markey, Edward J.","Copenhagen, Denmark",German Marshall Fund of the United States,10/22/08,10/26/08,5,MA7 2008-10-22
UT2,"Matheson, Jim","Hot Springs, VA",Democratic Leadership Council,5/16/08,5/17/08,2,UT2 2008-05-16
UT2,"Matheson, Jim","Las Vegas, NV",Consumer Electronics Association,1/7/08,1/9/08,3,UT2 2008-01-07
UT2,"Matheson, Jim","Scottsdale, AZ",National Federation of Independent Business,10/14/07,10/15/07,2,UT2 2007-10-14
UT2,"Matheson, Jim",Wye River,Third Way,10/26/07,10/28/07,3,UT2 2007-10-26
UT2,"Matheson, Jim","Perryman, MD",Rite Aid Corperation,12/3/08,12/3/08,1,UT2 2008-12-03
CA5,"Matsui, Doris",Bocas Del Toro,Smithsonian Institute,1/7/08,1/11/08,5,CA5 2008-01-07
CA22,"McCarthy, Kevin","Cambridge, MD",The Congressional Institute,11/1/07,11/3/07,3,CA22 2007-11-01
CA22,"McCarthy, Kevin","Las Vegas, NV",National Association of Realtors,11/12/07,11/13/07,2,CA22 2007-11-12
MN4,"McCollum, Betty","New York, NY",The Humpty Dumpty Institute,10/8/07,10/9/07,2,MN4 2007-10-08
MN4,"McCollum, Betty","Kigali, DRC",Internation Committee of the Red Cross,11/25/07,12/9/07,15,MN4 2007-11-25
MN4,"McCollum, Betty","Charleston, SC","The German Marshall Fund of the United States (GMF), Robert Bosch Stiftung.",2/23/08,2/25/08,3,MN4 2008-02-23
MN4,"McCollum, Betty",Ankara,Rumi Forum,5/24/08,6/1/08,9,MN4 2008-05-24
MN4,"McCollum, Betty","Cairo, Egypt",American Council for Young Political Leaders,3/22/08,3/28/08,7,MN4 2008-03-22
MN4,"McCollum, Betty","Dar as Salaam, Tanzania Nairo",RESULTS Education Fund,8/15/08,8/24/08,10,MN4 2008-08-15
MI11,"McCotter, Thaddeus G.","White Sulphur Springs, WV",The Congressional Institute,1/24/08,1/26/08,3,MI11 2008-01-24
LA4,"McCrery, Jim","White Sulphur Springs, WV",Congressional Institute,1/24/08,1/26/08,3,LA4 2008-01-24
LA4,"McCrery, Jim","Berlin, Germany",Th US Association of Former Members of Congress,10/5/07,10/10/07,6,LA4 2007-10-05
LA4,"McCrery, Jim",South Africa,The International Conservation Caucus Foundation (ICCF),12/1/07,12/10/07,10,LA4 2007-12-01
LA4,"McCrery, Jim","Amsterdam, The Neatherlands",The Franklin Center for Global Policy Exchange,11/8/08,11/14/08,7,LA4 2008-11-08
LA4,"McCrery, Jim","Palmyra, PA",Robert Wood Johnson Foundation,12/17/08,12/17/08,1,LA4 2008-12-17
WA7,"McDermott, Jim","Jacksonville, FL",The Leaders Project,9/14/07,9/16/07,3,WA7 2007-09-14
WA7,"McDermott, Jim","Havana, Cuba",Center for Democracy in the Americas,11/8/07,11/13/07,6,WA7 2007-11-08
WA7,"McDermott, Jim","Havana, Cuba",Center for Democracy in the Americas,11/9/07,11/13/07,5,WA7 2007-11-09
WA7,"McDermott, Jim","London, England",The German Marshall Fund of the United States,5/22/08,5/26/08,5,WA7 2008-05-22
WA7,"McDermott, Jim","Aspen, CO",Aspen Insitute,6/30/08,7/3/08,4,WA7 2008-06-30
WA7,"McDermott, Jim",ICN-,US-Japan-Korea Legislative Exchange Program and US-Japan Friendship Commission to the GWU Elliott Sc,12/2/08,12/7/08,6,WA7 2008-12-02
MA3,"McGovern, James","Columbus, GA",Association of Jesuit Colleges and Universities,11/16/07,11/17/07,2,MA3 2007-11-16
MA3,"McGovern, James","Washington, DC",Boys and Girls Club of Worcester Massachusetts,12/9/07,12/11/07,3,MA3 2007-12-09
NC10,"McHenry, Patrick","Baltimore, MD",The Heritage Foundation,1/30/08,2/1/08,3,NC10 2008-01-30
NC10,"McHenry, Patrick","Baltimore, MD","Mercatus Center, George Mason University",2/22/08,2/24/08,3,NC10 2008-02-22
NC10,"McHenry, Patrick","Annapolis, MD",The Heritage Foundation,4/18/08,4/19/08,2,NC10 2008-04-18
CA25,"McKeon, Howard P. """"Buck""""","Greenbrier, WV",The Congressional Institute,1/24/08,1/26/08,3,CA25 2008-01-24
CA25,"McKeon, Howard P. """"Buck""""","Baltimore, MD",Mercatus Center at George Mason University,2/22/08,2/24/08,3,CA25 2008-02-22
CA25,"McKeon, Howard P. """"Buck""""","Atlanta, GA",Aspen Institute,3/26/08,3/28/08,3,CA25 2008-03-26
CA25,"McKeon, Howard P. """"Buck""""","Salt Lake City, UT",The U.S Association of Former Members of Congress Congressional Study Group on Germany,5/17/08,5/18/08,2,CA25 2008-05-17
CA25,"McKeon, Howard P. """"Buck""""","Cambridge, MD",Congressional Institute,11/1/07,11/3/07,3,CA25 2007-11-01
CA25,"McKeon, Howard P. """"Buck""""","Cambridge, MD",Congressional Institute,11/1/08,11/3/08,3,CA25 2008-11-01
CA25,"McKeon, Howard P. """"Buck""""","Stevensville, MD",The Aspen Institute,10/14/08,10/16/08,3,CA25 2008-10-14
CA25,"McKeon, Howard P. """"Buck""""","Atlantic City, NJ",New Jersey Association of Student Financial Aid Administrators (NJASFAA),11/3/08,11/3/08,1,CA25 2008-11-03
WA5,"McMorris Rodgers, Cathy","Cambridge, MD",Congressional Institute,11/1/07,11/3/07,3,WA5 2007-11-01
WA5,"McMorris Rodgers, Cathy","Cambridge, MD",Congressional Institute,11/1/08,11/3/08,3,WA5 2008-11-01
WA5,"McMorris Rodgers, Cathy","Baltimore, MD",Mercatus Center,2/22/08,2/23/08,2,WA5 2008-02-22
WA5,"McMorris Rodgers, Cathy",Douglas Co. PUB in Wenatchee,Washington PUD Association,3/25/08,3/27/08,3,WA5 2008-03-25
NY6,"Meeks, Gregory","Panama City, Panama",Justice Consortium,2/28/08,2/29/08,2,NY6 2008-02-28
NY6,"Meeks, Gregory",Ankara,The Rumi Fourm,5/24/08,6/1/08,9,NY6 2008-05-24
NY6,"Meeks, Gregory","Olso, Norway",Peace Research Institute of Oslo,6/15/08,6/19/08,5,NY6 2008-06-15
NY6,"Meeks, Gregory",North Carolina,Muslim American Society Freedom Foundation,10/10/07,10/11/07,2,NY6 2007-10-10
NY6,"Meeks, Gregory","Cape Town, South Africa",Niall Mellon Township Trust,11/25/07,12/2/07,8,NY6 2007-11-25
NY6,"Meeks, Gregory",Bermuda,Opportunity Funding Corporation,11/21/08,11/23/08,3,NY6 2008-11-21
LA3,"Melancon, Charlie","Atlanta, GA",The Campaign for Public Health,3/24/08,3/25/08,2,LA3 2008-03-24
FL7,"Mica, John L.","Panama City, Panama",Smithsonian Institution,1/7/08,1/11/08,5,FL7 2008-01-07
FL7,"Mica, John L.","Baltimore, MD",Mercatus Center; George Mason University,2/22/08,2/23/08,2,FL7 2008-02-22
FL7,"Mica, John L.","Newport, RI",National Association of Flood and Stormwater Management Agencies,10/2/07,10/3/07,2,FL7 2007-10-02
FL7,"Mica, John L.","Cambridge, MD",Congressional Institute,11/1/07,11/3/07,3,FL7 2007-11-01
FL7,"Mica, John L.","Charlotte, NC",American Public Transportation Association,10/8/07,10/9/07,2,FL7 2007-10-08
FL7,"Mica, John L.","Orlando, FL",Southeastern Association of State Highway and Transportation Officals,8/11/08,8/12/08,2,FL7 2008-08-11
FL7,"Mica, John L.","San Diego, CA",American Public Transportation Association,10/5/08,10/7/08,3,FL7 2008-10-05
FL7,"Mica, John L.","New Orleans, LA",Community Transportation Association of America,6/3/08,6/4/08,2,FL7 2008-06-03
FL7,"Mica, John L.","Sanford, FL",National Railroad Passenger Corporation (Amtrak),8/18/08,8/19/08,2,FL7 2008-08-18
ME2,"Michaud, Michael H.",Costa Rica,Economic Policy Institute,9/21/07,9/23/07,3,ME2 2007-09-21
ME2,"Michaud, Michael H.","Fort Myers, FL",American Shipbuilding Association,11/26/07,11/28/07,3,ME2 2007-11-26
ME2,"Michaud, Michael H.","Ottawa, Canada",Quixote Center,2/4/08,2/5/08,2,ME2 2008-02-04
ME2,"Michaud, Michael H.","Naples, FL",American Shipbuilding Association,12/1/08,12/3/08,3,ME2 2008-12-01
NC13,"Miller, Brad","Istanbul, Turkey Ankara, Turk",American-Turkish Council and the Turkish Coalition of America,8/8/08,8/10/08,3,NC13 2008-08-08
NC13,"Miller, Brad","Delhi, India",RESULTS Educational Fund,3/20/08,3/29/08,10,NC13 2008-03-20
NC13,"Miller, Brad","New York, NY",The Humpty Dumpty Institute and Better World Campaign,2/10/08,2/11/08,2,NC13 2008-02-10
NC13,"Miller, Brad (Amendment)","Istanbul, Turkey Ankara, Turk",American-Turkish Council and the Turkish Coalition of America,8/2/08,8/10/08,9,NC13 2008-08-02
CA42,"Miller, Gary G.","Atlanta, GA",FHLBank Atlanta,10/20/07,10/22/07,3,CA42 2007-10-20
CA7,"Miller, George","Liberia, Costa Rica",Apsen Institute Congressional Program,11/27/07,12/2/07,6,CA7 2007-11-27
CA7,"Miller, George","Charleston, SC",The Aspen Institute Congressional Program,2/18/08,2/22/08,5,CA7 2008-02-18
CA7,"Miller, George","Atlanta, GA","The Aspen Institute, Education and Society Program",3/26/08,3/28/08,3,CA7 2008-03-26
CA7,"Miller, George","Louisville, KY",National Center for Family Literacy,3/29/08,3/30/08,2,CA7 2008-03-29
CA7,"Miller, George","Las Vegas, NV",International Brotherhood of Teamsters,5/17/08,5/18/08,2,CA7 2008-05-17
CA7,"Miller, George","Rome, Italy",The Aspen Institute Congressional Program,5/23/08,6/1/08,10,CA7 2008-05-23
CA7,"Miller, George","Los Angeles, CA",California Labor Federation,6/11/08,6/13/08,3,CA7 2008-06-11
CA7,"Miller, George","Paris, France",The Aspen Institute Congressional Program,8/15/08,8/23/08,9,CA7 2008-08-15
CA7,"Miller, George","Las Vegas, NV","Air Line Pilots Association, International",10/20/08,10/20/08,1,CA7 2008-10-20
CA7,"Miller, George","Stevensville, MD",Aspen Institute,10/14/08,10/16/08,3,CA7 2008-10-14
CA7,"Miller, George","Los Angles, CA",National Safety Council,9/17/08,9/23/08,7,CA7 2008-09-17
CA7,"Miller, George","Atlantic City, NJ",New Jersey Association of Student Financial Aid Administrators,11/3/08,11/3/08,1,CA7 2008-11-03
CA7,"Miller, George","Los Angeles, CA",Liberty Hill Foundation,11/8/08,11/8/08,1,CA7 2008-11-08
CA7,"Miller, George","Stevensville, MD",Aspen Institute,10/15/08,10/16/08,2,CA7 2008-10-15
KS3,"Moore, Dennis","Kansas City, MO",Heart of America Health Care Information Management and Systems,1/24/08,1/27/08,4,KS3 2008-01-24
WI4,"Moore, Gwen","Hutchinson, Ks",LISC- Greater Kansas City,9/6/07,9/7/07,2,WI4 2007-09-06
WI4,"Moore, Gwen","Queenstown, MD",Third Way,10/26/07,10/28/07,3,WI4 2007-10-26
VA8,"Moran, James P.","New Orleans, Louisiana",Institute for Research on the Economics of Taxation (IRET),10/25/07,10/28/07,4,VA8 2007-10-25
VA8,"Moran, James P.",Chesapeake Bay,Congressional Institute,11/1/07,11/4/07,4,VA8 2007-11-01
VA8,"Moran, James P.","Fredericksburg, VA",Civil War Preservation Trust,6/9/08,6/9/08,1,VA8 2008-06-09
VA8,"Moran, James P.","Amsterdam, Neatherlands",Franklin Center for Global Policy Exchange,11/8/08,11/14/08,7,VA8 2008-11-08
VA8,"Moran, James P. (Amendment)","Tel Aviv, Israel",American Israel Education Foundation,6/27/08,7/3/08,7,VA8 2008-06-27
KS1,"Moran, Jerry",Chesapeake Bay,Congressional Institute,11/1/07,11/4/07,4,KS1 2007-11-01
KS1,"Moran, Jerry","Colorado, CO",Kansas Bakers Association,8/6/08,8/8/08,3,KS1 2008-08-06
KS1,"Moran, Jerry","Nashville, Tennessee",Institute for Research on the Economics of Taxation (IRET),10/25/07,10/28/07,4,KS1 2007-10-25
KS1,"Moran, Jerry","New York City, New York",American Youth Policy Forum,12/5/07,12/9/07,5,KS1 2007-12-05
KS1,"Moran, Jerry (Amendment)",Tel Aviv,American Israel Education Foundation,6/27/08,7/3/08,7,KS1 2008-06-27
CO4,"Musgrave, Marilyn N.","Washington, D.C.",The Congressional Institute,11/1/07,11/3/07,3,CO4 2007-11-01
CO4,"Musgrave, Marilyn N.","Baltimore, Maryland",Heritage Foundation,1/30/08,2/1/08,3,CO4 2008-01-30
CO4,"Myrick, Sue Wilkins","Baltimore, MD",Mercatus Center at George Mason University,2/22/08,2/24/08,3,CO4 2008-02-22
CO4,"Myrick, Sue Wilkins","Palm Beach, FL",David Horwitz Freedom Center,11/16/07,11/18/07,3,CO4 2007-11-16
CO4,"Myrick, Sue Wilkins","Raleigh, North Carolina",The John William Pope Cintas Institute,10/26/07,10/27/07,2,CO4 2007-10-26
NY8,"Nadler, Jerrold","New York City, New York",Amtrak,10/26/07,10/26/07,1,NY8 2007-10-26
NY8,"Nadler, Jerrold (Amendment)","London, UK",The German Marshall Fund of the United sStates,5/22/08,5/25/08,4,NY8 2008-05-22
MA2,"Neal, Richard","Miami, FL Havana, Cuba",The Center For Democracy in the Americas,6/28/08,7/2/08,5,MA2 2008-06-28
TX19,"Neugebauer, Randy","Baltimore, MD",Heritage Foundation,1/30/08,2/1/08,3,TX19 2008-01-30
TX19,"Neugebauer, Randy","Baltimore, MD",Mercatus Center at George Mason University,2/22/08,2/23/08,2,TX19 2008-02-22
TX19,"Neugebauer, Randy","Dallas/Ft. Worth, Texas",Texas Association of Builders,9/28/07,9/29/07,2,TX19 2007-09-28
TX19,"Neugebauer, Randy","Cambridge, Maryland",The Congressional Institute,11/1/07,11/2/07,2,TX19 2007-11-01
CA21,"Nunes, Devin","Mexico City, Mexico","Mexico Institute, Woodrow Wilson International Center for Scholars",6/27/08,7/1/08,5,CA21 2008-06-27
CA21,"Nunes, Devin","Cambridge, MD",Congressional Institute,11/1/07,11/3/07,3,CA21 2007-11-01
MN8,"Oberstar, James L.","New York, NY",Humpty Dumpty Institute,10/8/07,10/9/07,2,MN8 2007-10-08
MN8,"Oberstar, James L.","New York, NY",Amtrak,10/26/07,10/26/07,1,MN8 2007-10-26
MN8,"Oberstar, James L.","Addie Ababa, Ethiopia",Population Action International,2/15/08,2/24/08,10,MN8 2008-02-15
MN8,"Oberstar, James L.","Lanai, Hawaii",The Apsen Institute Congressional Program,3/24/08,3/29/08,6,MN8 2008-03-24
MN8,"Oberstar, James L.","San Diego, CA",American Public Transportation Association,10/5/08,10/7/08,3,MN8 2008-10-05
MN8,"Oberstar, James L.","Orlando, FL",Southeatern Association of State Highway and Transportation Officals,8/9/08,8/14/08,6,MN8 2008-08-09
MN8,"Oberstar, James L.","Paris, France",The Apsen Insitute Congressional Program,8/16/08,8/23/08,8,MN8 2008-08-16
MN8,"Oberstar, James L.",Berlin,"The Brookings Institution, Washington DCAlfred Herrhausen Society for International Dialogue, Berli",6/29/08,7/6/08,8,MN8 2008-06-29
MA1,"Olver, John W.","Boston, MA",MIT Kauffman Foundation,3/26/08,3/28/08,3,MA1 2008-03-26
MA1,"Olver, John W.","Boston, MA",MIT,3/27/08,3/27/08,1,MA1 2008-03-27
TX27,"Ortiz, Solomon P.","Beijing, China",Robstown Improvement Development Corporation,3/16/08,3/25/08,10,TX27 2008-03-16
TX27,"Ortiz, Solomon P.","Los Angeles, CA",Robstown Improvement Development Corporation,6/8/08,6/14/08,7,TX27 2008-06-08
NJ6,"Pallone, Frank","Tel Aviv, Israel",American Isreal Education Foundation (AIEF),12/6/08,12/14/08,9,NJ6 2008-12-06
NJ8,"Pascrell, Bill","Tel Aviv, Isreal",American Isreal Education Foundation (AIEF),12/6/08,12/14/08,9,NJ8 2008-12-06
AZ4,"Pastor, Ed",Mexico City,Woodrow Wilson International Center for Scholars,6/30/08,7/2/08,3,AZ4 2008-06-30
AZ4,"Pastor, Ed",Tel Aviv,American Israel Education Foundation,1/5/08,1/13/08,9,AZ4 2008-01-05
NJ10,"Payne, Donald M.","Charleston, DC",The Apsen Institute COngressional Program,2/18/08,2/22/08,5,NJ10 2008-02-18
NJ10,"Payne, Donald M.","Baltimore, MD",Mercatus Center,2/22/08,2/24/08,3,NJ10 2008-02-22
NJ10,"Payne, Donald M.",AnKara,Tuskon US,3/22/08,3/29/08,8,NJ10 2008-03-22
NJ10,"Payne, Donald M.","Arusha, Tanzania",The Leon H. Sullivan Foundation,5/30/08,6/8/08,10,NJ10 2008-05-30
NJ10,"Payne, Donald M.",Algiers,Defense Forum Foundation,6/30/08,7/6/08,7,NJ10 2008-06-30
NJ10,"Payne, Donald M.","Nashville, TN",Institute of Research on the Ecconomics of Taxation,10/25/07,10/28/07,4,NJ10 2007-10-25
NJ10,"Payne, Donald M.","Cape Town, South Africa",Niall Mellon Township Trust,11/25/07,12/3/07,9,NJ10 2007-11-25
NJ10,"Payne, Donald M.","Paris, France",The Aspen Institute Congressional Program,8/18/08,8/23/08,6,NJ10 2008-08-18
NJ10,"Payne, Donald M.",St. Maarten,Carib News Foundation,11/6/08,11/11/08,6,NJ10 2008-11-06
NJ10,"Payne, Donald M.","Osio, Norway","Lutheran World Relief, Church of Sweden and Norweguan Church Aid",10/19/08,10/24/08,6,NJ10 2008-10-19
NJ10,"Payne, Donald M.",Capetown,Niall Mellon Foundation International Conservation Caucus Foundation,11/30/08,12/9/08,10,NJ10 2008-11-30
NJ10,"Payne, Donald M. (Amendment)","Liberia, Costa Rica",The Aspen Institute Congressional Program,11/27/07,12/2/07,6,NJ10 2007-11-27
NJ10,"Payne, Donald M. (Amendment)","St. Croix, VI",Congressional Black Caucus Foundation,12/4/08,12/7/08,4,NJ10 2008-12-04
NM2,"Pearce, Stevan","Baltimore, MD",Mercatus Center,2/22/08,2/24/08,3,NM2 2008-02-22
NM2,"Pearce, Stevan","Baltimore, MD",The Heritage Foundation,2/1/08,2/3/08,3,NM2 2008-02-01
CA8,"Pelosi, Nancy","San Jose, Costa Rica",U.S. Fish and Wildlife ServiceOrganization for Tropical Studies,5/24/08,5/30/08,7,CA8 2008-05-24
CA8,"Pelosi, Nancy","Gaborone, Botswana",United Nations Foundation,3/14/08,3/22/08,9,CA8 2008-03-14
CA8,"Pelosi, Nancy","Monterey, CA",Monterey Bay Aquarium Research Institute,5/19/08,6/1/08,14,CA8 2008-05-19
CA8,"Pelosi, Nancy","Monterey, CA","Panetta Institute for Public Policy, CSU Monterey Bay",9/9/08,9/10/08,2,CA8 2008-09-09
CA8,"Pelosi, Nancy","White Sulphur Springs, WV",The Congressional Institute,1/24/08,1/26/08,3,CA8 2008-01-24
CA8,"Pelosi, Nancy","Monterey, CA -","Panetta Institute for Public Policy,CSU Monterey Bay",9/12/07,9/16/07,5,CA8 2007-09-12
IN6,"Pence, Mike",israel,American Israel Education Fund,1/5/08,1/13/08,9,IN6 2008-01-05
IN6,"Pence, Mike",Baltimore,The Heritage Foundation,1/30/08,1/31/08,2,IN6 2008-01-30
IN6,"Pence, Mike","Annapolis, MD",The Heritage Foundation,4/18/08,4/18/08,1,IN6 2008-04-18
IN6,"Pence, Mike",Algiers,Defense Forum Foundation,6/30/08,7/6/08,7,IN6 2008-06-30
IN6,"Pence, Mike",Tel Aviv,American israel Education Foundation,6/27/08,7/3/08,7,IN6 2008-06-27
MN7,"Peterson, Collin",New York,Energy Bar Associat,6/9/08,6/10/08,2,MN7 2008-06-09
MN7,"Peterson, Collin","Minneapolis, MN",American Agricultural Law Association and National Agricultural Law Center-University of Arkansas (p,10/24/08,10/26/08,3,MN7 2008-10-24
MN7,"Peterson, Collin","Orlando, FL",Farm Foundation,7/27/08,7/30/08,4,MN7 2008-07-27
MN7,"Peterson, Collin","Las Vegas, NV",Intertribal Agriculture Council and Indian Nations Conservation Alliance,12/9/08,12/10/08,2,MN7 2008-12-09
PA5,"Peterson, John E.","Grand Juction, CO",American Exploration and Production Council,8/18/08,8/20/08,3,PA5 2008-08-18
PA5,"Peterson, John E.","New York, NY",American Gas Association,10/10/07,10/11/07,2,PA5 2007-10-10
WI6,"Petri, Thomas E.","Cambridge, MD",Congressional Institute,11/1/07,11/2/07,2,WI6 2007-11-01
WI6,"Petri, Thomas E.","Chicago, IL","Rockefeller Foundation, Metropolitan Planning Council",11/17/08,11/17/08,1,WI6 2008-11-17
WI6,"Petri, Thomas E.","Chicago, IL","Northwestern University, office of Government Relations",11/13/08,11/13/08,1,WI6 2008-11-13
MS3,"Pickering, Charles W. """"Chip""""","Cambridge, MD",The Congressional Institute,11/1/07,11/4/07,4,MS3 2007-11-01
PA16,"Pitts, Joseph R.","Baltimore, MD",The Heritage Foundation,1/30/08,2/1/08,3,PA16 2008-01-30
PA16,"Pitts, Joseph R.","Annapolis, MD",The Heritage Foundation,4/18/08,4/19/08,2,PA16 2008-04-18
PA16,"Pitts, Joseph R.","Cambridge, MD",Congressional Institute,11/1/07,11/3/07,3,PA16 2007-11-01
TX2,"Poe, Ted","Virgina Beach, VA",Virgina Gang Investigators Association,10/22/07,10/23/07,2,TX2 2007-10-22
TX2,"Poe, Ted","Albany, NY",Albany Co. District Atty's office,11/7/07,11/8/07,2,TX2 2007-11-07
TX2,"Poe, Ted","Sunset Beach, NC",North Carolina Governor's Crime Commission,11/28/07,11/28/07,1,TX2 2007-11-28
