state.district,MemberName,Destination,Foreign,TravelSponsor,Departure_Date,Return_Date,travel.time,namedate
AL5,"Brooks, Mo","Jerusalem, Israel",1,American Israel Education Foundation,0016-07-30,0016-08-07,9,"Brooks, Mo 2016-07-30"
FL17,"Rooney, Thomas","Jerusalem, Israel",1,American Israel Education Foundation,0016-07-30,0016-08-07,9,"Rooney, Thomas 2016-07-30"
IL17,"Bustos, Cheri","Jerusalem, Israel",1,American Israel Education Foundation,0016-07-30,0016-08-07,9,"Bustos, Cheri 2016-07-30"
IL5,"Quigley, Mike","Jerusalem, Israel",1,American Israel Education Foundation,0016-07-30,0016-08-07,9,"Quigley, Mike 2016-07-30"
LA5,"Abraham, Ralph","Jerusalem, Israel",1,American Israel Education Foundation,0016-07-30,0016-08-07,9,"Abraham, Ralph 2016-07-30"
MI5,"Kildee, Daniel","Jerusalem, Israel",1,American Israel Education Foundation,0016-07-30,0016-08-07,9,"Kildee, Daniel 2016-07-30"
NC10,"McHenry, Patrick","Jerusalem, Israel",1,American Israel Education Foundation,0016-07-30,0016-08-07,9,"McHenry, Patrick 2016-07-30"
PA10,"Marino, Tom","Jerusalem, Israel",1,American Israel Education Foundation,0016-07-30,0016-08-07,9,"Marino, Tom 2016-07-30"
TX33,"Veasey, Marc","Jerusalem, Israel",1,American Israel Education Foundation,0016-07-30,0016-08-07,9,"Veasey, Marc 2016-07-30"
WA5,"McMorris Rodgers, Cathy","Jerusalem, Israel",1,American Israel Education Foundation,0016-07-30,0016-08-07,9,"McMorris Rodgers, Cathy 2016-07-30"
WV3,"Jenkins, Evan","Jerusalem, Israel",1,American Israel Education Foundation,0016-07-30,0016-08-07,9,"Jenkins, Evan 2016-07-30"
FL19,"Clawson, Curt","Dakar, Senegal",1,World Vision,0016-07-31,0016-08-05,6,"Clawson, Curt 2016-07-31"
NY27,"Collins, Chris","Dakar, Senegal",1,World Vision,0016-07-31,0016-08-05,6,"Collins, Chris 2016-07-31"
FL4,"Crenshaw, Ander","Goma, Democratic Republic of Congo",1,UN Foundation,0016-07-31,0016-08-06,7,"Crenshaw, Ander 2016-07-31"
NY16,"Engel, Eliot","Goma, Democratic Republic of Congo",1,UN Foundation,0016-07-31,0016-08-06,7,"Engel, Eliot 2016-07-31"
VA6,"Goodlatte, Bob","Lexington, VA",0,"Farm Credit of the Virginias, ACA",0016-08-01,0016-08-03,3,"Goodlatte, Bob 2016-08-01"
VA9,"Griffith, H.","Lexington, VA",0,"Farm Credit of the Virginias, ACA",0016-08-01,0016-08-03,3,"Griffith, H. 2016-08-01"
CO4,"Buck, Ken","Tunkhannock, PA",0,American Exploration and Production Council,0016-08-01,0016-08-03,3,"Buck, Ken 2016-08-01"
MI6,"Upton, Fred","Tunkhannock, PA",0,American Exploration and Production Council,0016-08-01,0016-08-03,3,"Upton, Fred 2016-08-01"
NC3,"Jones, Walter","Tunkhannock, PA",0,American Exploration and Production Council,0016-08-01,0016-08-03,3,"Jones, Walter 2016-08-01"
ND1,"Cramer, Kevin","Tunkhannock, PA",0,American Exploration and Production Council,0016-08-01,0016-08-03,3,"Cramer, Kevin 2016-08-01"
NY22,"Hanna, Richard L.","Tunkhannock, PA",0,American Exploration and Production Council,0016-08-01,0016-08-03,3,"Hanna, Richard L. 2016-08-01"
OH15,"Stivers, Steve","Tunkhannock, PA",0,American Exploration and Production Council,0016-08-01,0016-08-03,3,"Stivers, Steve 2016-08-01"
OK1,"Bridenstine, Jim","Tunkhannock, PA",0,American Exploration and Production Council,0016-08-01,0016-08-03,3,"Bridenstine, Jim 2016-08-01"
PA10,"Marino, Tom","Tunkhannock, PA",0,American Exploration and Production Council,0016-08-01,0016-08-03,3,"Marino, Tom 2016-08-01"
TX21,"Smith, Lamar","Tunkhannock, PA",0,American Exploration and Production Council,0016-08-01,0016-08-03,3,"Smith, Lamar 2016-08-01"
TX33,"Veasey, Marc","Tunkhannock, PA",0,American Exploration and Production Council,0016-08-01,0016-08-03,3,"Veasey, Marc 2016-08-01"
UT1,"Bishop, Rob","Tunkhannock, PA",0,American Exploration and Production Council,0016-08-01,0016-08-03,3,"Bishop, Rob 2016-08-01"
WV3,"Jenkins, Evan","Tunkhannock, PA",0,American Exploration and Production Council,0016-08-01,0016-08-03,3,"Jenkins, Evan 2016-08-01"
CA2,"Huffman, Jared","Juneau, AK",0,Campion Advocacy Fund,0016-08-01,0016-08-05,5,"Huffman, Jared 2016-08-01"
IL1,"Rush, Bobby","Beardstown, IL",0,"Growmark Inc.; Illinois Corn Marketing Board,; Illinois Soybean Association Checkoff Board",0016-08-02,0016-08-04,3,"Rush, Bobby 2016-08-02"
IL10,"Dold, Robert J.","Beardstown, IL",0,"Growmark Inc.; Illinois Corn Marketing Board,; Illinois Soybean Association Checkoff Board",0016-08-02,0016-08-04,3,"Dold, Robert J. 2016-08-02"
IL14,"Hultgren, Randy","Beardstown, IL",0,"Growmark Inc.; Illinois Corn Marketing Board,; Illinois Soybean Association Checkoff Board",0016-08-02,0016-08-04,3,"Hultgren, Randy 2016-08-02"
IL18,"LaHood, Darin","Beardstown, IL",0,"Growmark Inc.; Illinois Corn Marketing Board,; Illinois Soybean Association Checkoff Board",0016-08-02,0016-08-04,3,"LaHood, Darin 2016-08-02"
IL2,"Kelly, Robin","Beardstown, IL",0,"Growmark Inc.; Illinois Corn Marketing Board,; Illinois Soybean Association Checkoff Board",0016-08-02,0016-08-04,3,"Kelly, Robin 2016-08-02"
IL8,"Duckworth, Tammy","Bloomington, IL",0,"Growmark Inc.; Illinois Corn Marketing Board,; Illinois Soybean Association Checkoff Board",0016-08-02,0016-08-04,3,"Duckworth, Tammy 2016-08-02"
MN2,"Kline, John","St. Michaels, MD",0,Aspen Institute,0016-08-02,0016-08-04,3,"Kline, John 2016-08-02"
VA3,"Scott, Robert","St. Michaels, MD",0,Aspen Institute,0016-08-02,0016-08-04,3,"Scott, Robert 2016-08-02"
IL6,"Roskam, Peter","Springfield, Il",0,"Growmark Inc.; Illinois Corn Marketing Board,; Illinois Soybean Association Checkoff Board",0016-08-02,0016-08-07,6,"Roskam, Peter 2016-08-02"
AZ6,"Schweikert, David","San Francisco, CA",0,Federal Home Loan Bank of San Francisco,0016-08-03,0016-08-05,3,"Schweikert, David 2016-08-03"
CA22,"Nunes, Devin","San Francisco, CA",0,Federal Home Loan Bank of San Francisco,0016-08-03,0016-08-05,3,"Nunes, Devin 2016-08-03"
CA52,"Hunter, Duncan","San Francisco, CA",0,Federal Home Loan Bank of San Francisco,0016-08-03,0016-08-05,3,"Hunter, Duncan 2016-08-03"
MA7,"Capuano, Michael","San Francisco, CA",0,Federal Home Loan Bank of San Francisco,0016-08-03,0016-08-05,3,"Capuano, Michael 2016-08-03"
MN6,"Emmer, Tom","San Francisco, CA",0,Federal Home Loan Bank of San Francisco,0016-08-03,0016-08-05,3,"Emmer, Tom 2016-08-03"
MO2,"Wagner, Ann","San Francisco, CA",0,Federal Home Loan Bank of San Francisco,0016-08-03,0016-08-05,3,"Wagner, Ann 2016-08-03"
OH3,"Beatty, Joyce","San Francisco, CA",0,Federal Home Loan Bank of San Francisco,0016-08-03,0016-08-05,3,"Beatty, Joyce 2016-08-03"
CA43,"Waters, Maxine","San Francisco, CA",0,Federal Home Loan Bank of San Francisco,0016-08-03,0016-08-06,4,"Waters, Maxine 2016-08-03"
CA51,"Vargas, Juan","San Francisco, CA",0,Federal Home Loan Bank of San Francisco,0016-08-03,0016-08-06,4,"Vargas, Juan 2016-08-03"
MD6,"Delaney, John","San Francisco, CA",0,Federal Home Loan Bank of San Francisco,0016-08-03,0016-08-06,4,"Delaney, John 2016-08-03"
SC5,"Mulvaney, Mick","San Francisco, CA",0,Federal Home Loan Bank of San Francisco,0016-08-03,0016-08-06,4,"Mulvaney, Mick 2016-08-03"
DE1,"Carney, John C.","San Francisco, CA",0,Federal Home Loan Bank of San Francisco,0016-08-03,0016-08-07,5,"Carney, John C. 2016-08-03"
CA33,"Lieu, Ted","Arlington, VA",0,Woodrow Wilson Center for Scholars,0016-08-04,0016-08-04,1,"Lieu, Ted 2016-08-04"
CA44,"Hahn, Janice","Arlington, VA",0,Woodrow Wilson Center for Scholars,0016-08-04,0016-08-04,1,"Hahn, Janice 2016-08-04"
CA51,"Vargas, Juan","Arlington, VA",0,Woodrow Wilson Center for Scholars,0016-08-04,0016-08-04,1,"Vargas, Juan 2016-08-04"
CO5,"Lamborn, Doug","Arlington, VA",0,Woodrow Wilson Center for Scholars,0016-08-04,0016-08-04,1,"Lamborn, Doug 2016-08-04"
FL15,"Ross, Dennis","Arlington, VA",0,Woodrow Wilson Center for Scholars,0016-08-04,0016-08-04,1,"Ross, Dennis 2016-08-04"
HI2,"Gabbard, Tulsi","Arlington, VA",0,Woodrow Wilson Center for Scholars,0016-08-04,0016-08-04,1,"Gabbard, Tulsi 2016-08-04"
NY10,"Nadler, Jerrold","Arlington, VA",0,Woodrow Wilson Center for Scholars,0016-08-04,0016-08-04,1,"Nadler, Jerrold 2016-08-04"
TX6,"Barton, Joe","Arlington, VA",0,Woodrow Wilson Center for Scholars,0016-08-04,0016-08-04,1,"Barton, Joe 2016-08-04"
TX17,"Flores, Bill","Hillsdale, MI",0,Hillsdale College,0016-08-04,0016-08-07,4,"Flores, Bill 2016-08-04"
TX21,"Smith, Lamar","Hillsdale, MI",0,Hillsdale College,0016-08-04,0016-08-07,4,"Smith, Lamar 2016-08-04"
VA7,"Brat, Dave","Hillsdale, MI",0,Hillsdale College,0016-08-04,0016-08-07,4,"Brat, Dave 2016-08-04"
CA21,"Valadao, David","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-06,0016-08-14,9,"Valadao, David 2016-08-06"
CA42,"Calvert, Ken","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-06,0016-08-14,9,"Calvert, Ken 2016-08-06"
CA8,"Cook, Paul","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-06,0016-08-14,9,"Cook, Paul 2016-08-06"
IA3,"Young, David","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-06,0016-08-14,9,"Young, David 2016-08-06"
IL3,"Lipinski, Daniel","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-06,0016-08-14,9,"Lipinski, Daniel 2016-08-06"
LA5,"Abraham, Ralph","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-06,0016-08-14,9,"Abraham, Ralph 2016-08-06"
NJ1,"Norcross, Donald","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-06,0016-08-14,9,"Norcross, Donald 2016-08-06"
NJ12,"Watson Coleman, Bonnie","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-06,0016-08-14,9,"Watson Coleman, Bonnie 2016-08-06"
OH16,"Renacci, James","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-06,0016-08-14,9,"Renacci, James 2016-08-06"
PA13,"Boyle, Brendan","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-06,0016-08-14,9,"Boyle, Brendan 2016-08-06"
PA17,"Cartwright, Matt","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-06,0016-08-14,9,"Cartwright, Matt 2016-08-06"
TX33,"Veasey, Marc","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-06,0016-08-14,9,"Veasey, Marc 2016-08-06"
OR3,"Blumenauer, Earl","London, United Kingdom",1,Aspen Institute,0016-08-06,0016-08-16,11,"Blumenauer, Earl 2016-08-06"
CA15,"Swalwell, Eric","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-06,0016-08-17,12,"Swalwell, Eric 2016-08-06"
NY17,"Lowey, Nita","London, United Kingdom",1,Aspen Institute,0016-08-07,0016-08-16,10,"Lowey, Nita 2016-08-07"
WI1,"Ryan, Paul","Monterey, CA",0,The Panetta Institute for Public Policy,0016-08-08,0016-08-09,2,"Ryan, Paul 2016-08-08"
NC4,"Price, David","London, United Kingdom",1,Aspen Institute,0016-08-08,0016-08-16,9,"Price, David 2016-08-08"
IL1,"Rush, Bobby","Boston, MA",0,Alliance to Save Energy,0016-08-09,0016-08-10,2,"Rush, Bobby 2016-08-09"
NY20,"Tonko, Paul","Boston, MA",0,Alliance to Save Energy,0016-08-09,0016-08-10,2,"Tonko, Paul 2016-08-09"
MN2,"Kline, John","Harrisburg, PA",0,Postsecondary National Policy Institute,0016-08-09,0016-08-10,2,"Kline, John 2016-08-09"
VA3,"Scott, Robert","Harrisburg, PA",0,Postsecondary National Policy Institute,0016-08-09,0016-08-10,2,"Scott, Robert 2016-08-09"
WI2,"Pocan, Mark","Harrisburg, PA",0,Postsecondary National Policy Institute,0016-08-09,0016-08-10,2,"Pocan, Mark 2016-08-09"
CA44,"Hahn, Janice","Palo Alto, CA",0,Hoover Institution,0016-08-09,0016-08-11,3,"Hahn, Janice 2016-08-09"
MI6,"Upton, Fred","Palo Alto, CA",0,Hoover Institution,0016-08-09,0016-08-11,3,"Upton, Fred 2016-08-09"
MI9,"Levin, Sander","Palo Alto, CA",0,Hoover Institution,0016-08-09,0016-08-11,3,"Levin, Sander 2016-08-09"
MO5,"Cleaver, Emanuel","Palo Alto, CA",0,Hoover Institution,0016-08-09,0016-08-11,3,"Cleaver, Emanuel 2016-08-09"
NY15,"Serrano, Jose","Palo Alto, CA",0,Hoover Institution,0016-08-09,0016-08-11,3,"Serrano, Jose 2016-08-09"
NY16,"Engel, Eliot","Palo Alto, CA",0,Stanford University,0016-08-09,0016-08-11,3,"Engel, Eliot 2016-08-09"
TX10,"McCaul, Michael","Palo Alto, CA",0,Hoover Institution,0016-08-09,0016-08-11,3,"McCaul, Michael 2016-08-09"
TX17,"Flores, Bill","Palo Alto, CA",0,Hoover Institution,0016-08-09,0016-08-11,3,"Flores, Bill 2016-08-09"
TX26,"Burgess, Michael","Palo Alto, CA",0,Hoover Institution,0016-08-09,0016-08-13,5,"Burgess, Michael 2016-08-09"
CA24,"Capps, Lois","Boston, MA",0,Alliance to Save Energy,0016-08-10,0016-08-11,2,"Capps, Lois 2016-08-10"
UT1,"Bishop, Rob","Lackawaxen, PA",0,National Park Foundation,0016-08-10,0016-08-11,2,"Bishop, Rob 2016-08-10"
IL2,"Kelly, Robin","London, United Kingdom",1,Aspen Institute,0016-08-10,0016-08-15,6,"Kelly, Robin 2016-08-10"
FL21,"Frankel, Lois","London, United Kingdom",1,Aspen Institute,0016-08-10,0016-08-16,7,"Frankel, Lois 2016-08-10"
IL6,"Roskam, Peter","London, United Kingdom",1,Aspen Institute,0016-08-10,0016-08-16,7,"Roskam, Peter 2016-08-10"
IL9,"Schakowsky, Janice","London, United Kingdom",1,Aspen Institute,0016-08-10,0016-08-16,7,"Schakowsky, Janice 2016-08-10"
KS3,"Yoder, Kevin","London, United Kingdom",1,Aspen Institute,0016-08-10,0016-08-16,7,"Yoder, Kevin 2016-08-10"
MO7,"Long, Billy","London, United Kingdom",1,Aspen Institute,0016-08-10,0016-08-16,7,"Long, Billy 2016-08-10"
MS3,"Harper, Gregg","London, United Kingdom",1,Aspen Institute,0016-08-10,0016-08-16,7,"Harper, Gregg 2016-08-10"
NY11,"Donovan, Daniel","London, United Kingdom",1,Aspen Institute,0016-08-10,0016-08-16,7,"Donovan, Daniel 2016-08-10"
NY27,"Collins, Chris","London, United Kingdom",1,Aspen Institute,0016-08-10,0016-08-16,7,"Collins, Chris 2016-08-10"
OK5,"Russell, Steve","London, United Kingdom",1,Aspen Institute,0016-08-10,0016-08-16,7,"Russell, Steve 2016-08-10"
UT3,"Chaffetz, Jason","London, United Kingdom",1,Aspen Institute,0016-08-10,0016-08-16,7,"Chaffetz, Jason 2016-08-10"
CO5,"Lamborn, Doug","London, United Kingdom",1,Aspen Institute,0016-08-10,0016-08-19,10,"Lamborn, Doug 2016-08-10"
NJ1,"Norcross, Donald","London, United Kingdom",1,Aspen Institute,0016-08-10,0016-08-19,10,"Norcross, Donald 2016-08-10"
AL1,"Byrne, Bradley","London, United Kingdom",1,Aspen Institute,0016-08-10,0016-08-20,11,"Byrne, Bradley 2016-08-10"
CA53,"Davis, Susan","London, United Kingdom",1,Aspen Institute,0016-08-10,0016-08-20,11,"Davis, Susan 2016-08-10"
MI6,"Upton, Fred","London, United Kingdom",1,Aspen Institute,0016-08-10,0016-08-20,11,"Upton, Fred 2016-08-10"
PA17,"Cartwright, Matt","Lackawaxen, PA",0,National Park Foundation,0016-08-11,0016-08-11,1,"Cartwright, Matt 2016-08-11"
CA18,"Eshoo, Anna","Boston, MA",0,Alliance to Save Energy,0016-08-11,0016-08-13,3,"Eshoo, Anna 2016-08-11"
GA4,"Johnson, Henry","Tunica, MS",0,Congressional Black Caucus Institute,0016-08-11,0016-08-13,3,"Johnson, Henry 2016-08-11"
MO5,"Cleaver, Emanuel","Tunica, MS",0,Congressional Black Caucus Institute,0016-08-11,0016-08-13,3,"Cleaver, Emanuel 2016-08-11"
GA2,"Bishop, Sanford","Tunica, MS",0,Congressional Black Caucus Institute,0016-08-11,0016-08-14,4,"Bishop, Sanford 2016-08-11"
MI14,"Lawrence, Brenda","Tunica, MS",0,Congressional Black Caucus Institute,0016-08-11,0016-08-14,4,"Lawrence, Brenda 2016-08-11"
NJ12,"Watson Coleman, Bonnie","Tunica, MS",0,Congressional Black Caucus Institute,0016-08-11,0016-08-14,4,"Watson Coleman, Bonnie 2016-08-11"
NY9,"Clarke, Yvette","Tunica, MS",0,Congressional Black Caucus Institute,0016-08-11,0016-08-14,4,"Clarke, Yvette 2016-08-11"
WI4,"Moore, Gwen","Tunica, MS",0,Congressional Black Caucus Institute,0016-08-11,0016-08-14,4,"Moore, Gwen 2016-08-11"
NC12,"Adams, Alma","Tunica, MS",0,Congressional Black Caucus Institute,0016-08-12,0016-08-14,3,"Adams, Alma 2016-08-12"
CA23,"McCarthy, Kevin","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-13,0016-08-21,9,"McCarthy, Kevin 2016-08-13"
CA42,"Calvert, Ken","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-13,0016-08-21,9,"Calvert, Ken 2016-08-13"
FL2,"Graham, Gwen","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-13,0016-08-21,9,"Graham, Gwen 2016-08-13"
NC10,"McHenry, Patrick","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-13,0016-08-21,9,"McHenry, Patrick 2016-08-13"
OK5,"Russell, Steve","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-13,0016-08-21,9,"Russell, Steve 2016-08-13"
PA13,"Boyle, Brendan","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-13,0016-08-21,9,"Boyle, Brendan 2016-08-13"
TX34,"Vela, Filemon","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-13,0016-08-21,9,"Vela, Filemon 2016-08-13"
WA5,"McMorris Rodgers, Cathy","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-13,0016-08-22,10,"McMorris Rodgers, Cathy 2016-08-13"
IL6,"Roskam, Peter","Jerusalem, Israel",1,American Israel Education Foundation,0016-08-13,0016-08-27,15,"Roskam, Peter 2016-08-13"
MI6,"Upton, Fred","Aspen, CO",0,Aspen Institute,0016-08-14,0016-08-17,4,"Upton, Fred 2016-08-14"
WA8,"Reichert, David","Seattle, WA",0,Jobs for the Future,0016-08-14,0016-08-19,6,"Reichert, David 2016-08-14"
TX6,"Barton, Joe","Gorongosa National Park, Mozam",1,International Conservation Caucus Foundation,0016-08-14,0016-08-22,9,"Barton, Joe 2016-08-14"
MD2,"Ruppersberger, C.","Maputo, Mozambique",1,International Conservation Caucus Foundation,0016-08-14,0016-08-22,9,"Ruppersberger, C. 2016-08-14"
NE1,"Fortenberry, Jeff","Maputo, Mozambique",1,International Conservation Caucus Foundation,0016-08-14,0016-08-22,9,"Fortenberry, Jeff 2016-08-14"
TX25,"Williams, Roger","Maputo, Mozambique",1,International Conservation Caucus Foundation,0016-08-14,0016-08-22,9,"Williams, Roger 2016-08-14"
TX30,"Johnson, Eddie","Ames, IA",0,"Iowa Renewable Farm Association, National Biodiesel Foundation, Renewable Fuels Association, Iowa Co",0016-08-15,0016-08-17,3,"Johnson, Eddie 2016-08-15"
MO3,"Luetkemeyer, Blaine","Avoca, IA",0,"Iowa Renewable Farm Association, National Biodiesel Foundation, Renewable Fuels Association, Iowa Co",0016-08-15,0016-08-17,3,"Luetkemeyer, Blaine 2016-08-15"
GA13,"Scott, David","Avoca, IA",0,"Iowa Renewable Farm Association, National Biodiesel Foundation, Renewable Fuels Association, Iowa Co",0016-08-15,0016-08-18,4,"Scott, David 2016-08-15"
IA1,"Blum, Rod","Avoca, IA",0,"Iowa Renewable Farm Association, National Biodiesel Foundation, Renewable Fuels Association, Iowa Co",0016-08-15,0016-08-18,4,"Blum, Rod 2016-08-15"
IA3,"Young, David","Avoca, IA",0,"Iowa Renewable Farm Association, National Biodiesel Foundation, Renewable Fuels Association, Iowa Co",0016-08-15,0016-08-18,4,"Young, David 2016-08-15"
IA4,"King, Steve","Avoca, IA",0,"Iowa Renewable Farm Association, National Biodiesel Foundation, Renewable Fuels Association, Iowa Co",0016-08-15,0016-08-18,4,"King, Steve 2016-08-15"
MN6,"Emmer, Tom","Avoca, IA",0,"Iowa Renewable Farm Association, National Biodiesel Foundation, Renewable Fuels Association, Iowa Co",0016-08-15,0016-08-18,4,"Emmer, Tom 2016-08-15"
MS2,"Thompson, Bennie","Avoca, IA",0,"Iowa Renewable Farm Association, National Biodiesel Foundation, Renewable Fuels Association, Iowa Co",0016-08-15,0016-08-18,4,"Thompson, Bennie 2016-08-15"
NY16,"Engel, Eliot","Avoca, IA",0,"Iowa Renewable Farm Association, National Biodiesel Foundation, Renewable Fuels Association, Iowa Co",0016-08-15,0016-08-18,4,"Engel, Eliot 2016-08-15"
TX15,"Hinojosa, Ruben","Avoca, IA",0,"Iowa Renewable Farm Association, National Biodiesel Foundation, Renewable Fuels Association, Iowa Co",0016-08-15,0016-08-18,4,"Hinojosa, Ruben 2016-08-15"
UT4,"Love, Mia","Avoca, IA",0,"Iowa Renewable Farm Association, National Biodiesel Foundation, Renewable Fuels Association, Iowa Co",0016-08-15,0016-08-18,4,"Love, Mia 2016-08-15"
AR1,"Crawford, Eric","Cody, WY",0,Foundation for Rural Service,0016-08-15,0016-08-18,4,"Crawford, Eric 2016-08-15"
FL5,"Brown, Corrine","Cody, WY",0,Foundation for Rural Service,0016-08-15,0016-08-18,4,"Brown, Corrine 2016-08-15"
MO7,"Long, Billy","Cody, WY",0,Foundation for Rural Service,0016-08-15,0016-08-18,4,"Long, Billy 2016-08-15"
NC5,"Foxx, Virginia","Cody, WY",0,Foundation for Rural Service,0016-08-15,0016-08-18,4,"Foxx, Virginia 2016-08-15"
NC6,"Walker, Mark","Cody, WY",0,Foundation for Rural Service,0016-08-15,0016-08-18,4,"Walker, Mark 2016-08-15"
ND1,"Cramer, Kevin","Cody, WY",0,Foundation for Rural Service,0016-08-15,0016-08-18,4,"Cramer, Kevin 2016-08-15"
NJ12,"Watson Coleman, Bonnie","Cody, WY",0,Foundation for Rural Service,0016-08-15,0016-08-18,4,"Watson Coleman, Bonnie 2016-08-15"
NY20,"Tonko, Paul","Cody, WY",0,Foundation for Rural Service,0016-08-15,0016-08-18,4,"Tonko, Paul 2016-08-15"
OH5,"Latta, Robert","Cody, WY",0,Foundation for Rural Service,0016-08-15,0016-08-18,4,"Latta, Robert 2016-08-15"
TX32,"Sessions, Pete","Cody, WY",0,Foundation for Rural Service,0016-08-15,0016-08-18,4,"Sessions, Pete 2016-08-15"
WV2,"Mooney, Alexander","Cody, WY",0,Foundation for Rural Service,0016-08-15,0016-08-18,4,"Mooney, Alexander 2016-08-15"
TX6,"Barton, Joe","Cody, WY",0,Foundation for Rural Service,0016-08-15,0016-08-20,6,"Barton, Joe 2016-08-15"
MN7,"Peterson, Collin","Avoca, IA",0,"Iowa Renewable Farm Association, National Biodiesel Foundation, Renewable Fuels Association, Iowa Co",0016-08-15,0016-08-21,7,"Peterson, Collin 2016-08-15"
MN2,"Kline, John","Seattle, WA",0,Jobs for the Future,0016-08-16,0016-08-19,4,"Kline, John 2016-08-16"
TX8,"Brady, Kevin","Seattle, WA",0,Jobs for the Future,0016-08-16,0016-08-20,5,"Brady, Kevin 2016-08-16"
WA7,"McDermott, Jim","Seattle, WA",0,Jobs for the Future,0016-08-16,0016-08-20,5,"McDermott, Jim 2016-08-16"
MI5,"Kildee, Daniel","Dakar, Senegal",1,"CSIS Global Food Security Project, Bill and Melinda Gates Foundation",0016-08-20,0016-08-27,8,"Kildee, Daniel 2016-08-20"
MN7,"Peterson, Collin","Dakar, Senegal",1,GSIS Global Food Security Project; Bill and Melinda Gates Foundation,0016-08-20,0016-08-27,8,"Peterson, Collin 2016-08-20"
WI2,"Pocan, Mark","Dakar, Senegal",1,CSIS Global Food Security Project; Bill and Melinda Gates Foundation,0016-08-20,0016-08-27,8,"Pocan, Mark 2016-08-20"
MI13,"Conyers, John","Aspen, CO",0,Technology Policy Institute,0016-08-21,0016-08-23,3,"Conyers, John 2016-08-21"
MI6,"Upton, Fred","Aspen, CO",0,Technology Policy Institute,0016-08-21,0016-08-23,3,"Upton, Fred 2016-08-21"
NJ6,"Pallone, Frank","Aspen, CO",0,Technology Policy Institute,0016-08-21,0016-08-23,3,"Pallone, Frank 2016-08-21"
CA43,"Waters, Maxine","Wilmington, DE",0,Federal Home Loan Bank of Atlanta,0016-08-23,0016-08-24,2,"Waters, Maxine 2016-08-23"
MN5,"Ellison, Keith","Wilmington, DE",0,Federal Home Loan Bank of Atlanta,0016-08-23,0016-08-24,2,"Ellison, Keith 2016-08-23"
PA12,"Rothfus, Keith","Wilmington, DE",0,Federal Home Loan Bank of Atlanta,0016-08-23,0016-08-24,2,"Rothfus, Keith 2016-08-23"
TX36,"Babin, Brian","Wilmington, DE",0,Federal Home Loan Bank of Atlanta,0016-08-23,0016-08-24,2,"Babin, Brian 2016-08-23"
TX6,"Barton, Joe","Wilmington, DE",0,Federal Home Loan Bank of Atlanta,0016-08-23,0016-08-24,2,"Barton, Joe 2016-08-23"
MD4,"Edwards, Donna F.","Detroit, MI",0,A. Philip Randolph Institute,0016-08-25,0016-08-25,1,"Edwards, Donna F. 2016-08-25"
TX34,"Vela, Filemon","Buras, LA",0,Coalition to Restore Coastal Louisiana,0016-08-25,0016-08-26,2,"Vela, Filemon 2016-08-25"
FL17,"Rooney, Thomas","New Orleans, LA",0,Coalition to Restore Coastal Louisiana,0016-08-25,0016-08-26,2,"Rooney, Thomas 2016-08-25"
FL26,"Curbelo, Carlos","New Orleans, LA",0,Coalition to Restore Coastal Louisiana,0016-08-25,0016-08-26,2,"Curbelo, Carlos 2016-08-25"
CA52,"Hunter, Duncan","Tbilisi, Georgia",1,U.S.-Georgia Friendship Association,0016-08-26,0016-08-30,5,"Hunter, Duncan 2016-08-26"
SC1,"Sanford, Mark","Tbilisi, Georgia",1,U.S. - Georgia Friendship Association,0016-08-26,0016-08-30,5,"Sanford, Mark 2016-08-26"
CA13,"Lee, Barbara","Long Beach, CA",0,Christ Second Baptist Church,0016-08-27,0016-08-27,1,"Lee, Barbara 2016-08-27"
VA6,"Goodlatte, Bob","Warrenton, VA",0,Partnership for a Secure America,0016-08-30,0016-08-31,2,"Goodlatte, Bob 2016-08-30"
CA24,"Capps, Lois","Harpers Ferry, WV",0,National Park Foundation,0016-08-31,0016-08-31,1,"Capps, Lois 2016-08-31"
CA33,"Lieu, Ted","Harpers Ferry, WV",0,National Park Foundation,0016-08-31,0016-08-31,1,"Lieu, Ted 2016-08-31"
CT3,"DeLauro, Rosa","Harpers Ferry, WV",0,National Park Foundation,0016-08-31,0016-08-31,1,"DeLauro, Rosa 2016-08-31"
