state.district,MemberName,Destination,TravelSponsor,Departure_Date,Return_Date,travel.time,namedate
OK3,"Lucas, Frank","Istanbul, Turkey",Franklin Center for Global Policy Exchange,11/7/10,11/12/10,6,OK3 2010-11-07
OK4,"Cole, Tom","Nashville, TN",Institute for Research on the Economics on Taxation (IRET),4/16/09,4/19/09,4,OK4 2009-04-16
OK4,"Cole, Tom","Dubrovnik, Croatia",The Aspen Institute Congressional Program,5/26/09,6/1/09,7,OK4 2009-05-26
OK4,"Cole, Tom","Calgary, Canada",The Aspen Institute Congressional Program,8/17/09,8/22/09,6,OK4 2009-08-17
OK4,"Cole, Tom","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,OK4 2010-01-14
OK5,"Fallin, Mary","Philadelphia, PA",Mercatus Center,2/20/09,2/22/09,3,OK5 2009-02-20
OK5,"Fallin, Mary","Cambridge, MD",Congressional Institute,3/12/09,3/14/09,3,OK5 2009-03-12
OK5,"Fallin, Mary","Cambridge, MD",Congressional Institute,5/6/10,5/8/10,3,OK5 2010-05-06
OR2,"Walden, Greg",OR-Dubrovnik,The Aspen Institute Congressional Program,5/24/09,5/31/09,8,OR2 2009-05-24
OR2,"Walden, Greg","Lisbon, Portugal",The Aspen Institute Congressional Program,4/2/10,4/12/10,11,OR2 2010-04-02
OR2,"Walden, Greg","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,OR2 2010-05-06
OR3,"Blumenauer, Earl","Los Angeles, CA",Los Angeles County Metropoitan Transportation Authority,1/25/09,1/26/09,2,OR3 2009-01-25
OR3,"Blumenauer, Earl","NYC, NY",The National Association of Community Transportation Officials (NACTO),2/9/09,2/9/09,1,OR3 2009-02-09
OR3,"Blumenauer, Earl","Philadelphia, PA",The Mercatus Center at George Mason University,2/20/09,2/22/09,3,OR3 2009-02-20
OR3,"Blumenauer, Earl","Valencia, Spain",The Aspen Institute Congressional Program,4/4/09,4/10/09,7,OR3 2009-04-04
OR3,"Blumenauer, Earl","Yulee, FL","Third Way, The Howard Gilman Foundation",6/5/09,6/7/09,3,OR3 2009-06-05
OR3,"Blumenauer, Earl","Seattle, WA",WateReuse Association,9/14/09,9/14/09,1,OR3 2009-09-14
OR3,"Blumenauer, Earl",Durham,Duke Democrats,10/15/09,10/17/09,3,OR3 2009-10-15
OR3,"Blumenauer, Earl",Boston -,Rail Volution,10/30/09,11/2/09,4,OR3 2009-10-30
OR3,"Blumenauer, Earl","Fort Lauderdale, FL",The Associated General Contractors of America (AGC),11/11/09,11/13/09,3,OR3 2009-11-11
OR3,"Blumenauer, Earl","Lisbon, Portugal",The Aspen Institute Congressional Program,4/2/10,4/11/10,10,OR3 2010-04-02
OR3,"Blumenauer, Earl","Tunis, Tunisia",The Aspen Institute Congressional Program,5/29/10,6/6/10,9,OR3 2010-05-29
OR3,"Blumenauer, Earl","Miami, FL",National Health Policy Forum at George Washington University,6/2/10,6/4/10,3,OR3 2010-06-02
OR4,"DeFazio, Peter","Ankara, Turkey",Turkish Coalition of America,2/13/10,2/21/10,9,OR4 2010-02-13
OR4,"DeFazio, Peter","Jerusalem, Israel",The American Israel Education Foundation,12/11/10,12/19/10,9,OR4 2010-12-11
PA1,"Brady, Robert","Philadelphia, PA",Mercatus Center at George Mason University,2/20/09,2/22/09,3,PA1 2009-02-20
PA1,"Brady, Robert","Philadelphia, PA",Information Technology & Innovation Foundation,4/15/09,4/16/09,2,PA1 2009-04-15
PA1,"Brady, Robert","Philadelphia, PA",Robert Wood Johnson Foundation,5/28/09,5/28/09,1,PA1 2009-05-28
PA1,"Brady, Robert","Oakland, CA",Information Technology and Innovation Foundation,6/2/10,6/6/10,5,PA1 2010-06-02
PA10,"Carney, Christopher P.","Philadelphia, PA",Information Technology and Innovation Foundation,4/15/09,4/16/09,2,PA10 2009-04-15
PA10,"Carney, Christopher P.",Ankara -,Turkish Coalition of America,8/22/09,8/30/09,9,PA10 2009-08-22
PA10,"Carney, Christopher P.","Williamsburg, VA",Third Way,10/23/09,10/25/09,3,PA10 2009-10-23
PA10,"Carney, Christopher P.","San Francisco, CA",Information Technology and Innovation Foundation,6/2/10,6/4/10,3,PA10 2010-06-02
PA10,"Carney, Christopher P.","Philadelphia, PA",Third Way,11/12/10,11/14/10,3,PA10 2010-11-12
PA13,"Schwartz, Allyson Y.","Fort Lauderdale, FL","Alliance for Health Reform, which received a grant for that purpose from the Commonwealth Fund",1/10/09,1/12/09,3,PA13 2009-01-10
PA13,"Schwartz, Allyson Y.","Knoxville, TN","Knoxville Jewish Alliance, in addition to a grant provided by J-Serve",4/24/09,4/26/09,3,PA13 2009-04-24
PA13,"Schwartz, Allyson Y.","Williamsburg, VA",Third Way,10/23/09,10/25/09,3,PA13 2009-10-23
PA13,"Schwartz, Allyson Y.","Ft. Lauderdale, FL","Alliance for Health Reform, through a grant from the Commonwealth Fund",1/15/10,1/17/10,3,PA13 2010-01-15
PA13,"Schwartz, Allyson Y.","Ankara, Turkey",Turkish Coalition of America,2/13/10,2/21/10,9,PA13 2010-02-13
PA13,"Schwartz, Allyson Y.","Philadelphia, PA",Third Way,11/12/10,11/14/10,3,PA13 2010-11-12
PA14,"Doyle, Michael","Las Vegas, NV",Consumer Electronics Association,1/8/09,1/11/09,4,PA14 2009-01-08
PA14,"Doyle, Michael","Philadelphia, PA",Mercatus Center,2/20/09,2/22/09,3,PA14 2009-02-20
PA14,"Doyle, Michael","Amman, Jordan","Internation Foundation (Fellowship Foundation, Inc.)",4/3/09,4/10/09,8,PA14 2009-04-03
PA14,"Doyle, Michael","Philadelphia, PA",ITIF,4/15/09,4/16/09,2,PA14 2009-04-15
PA14,"Doyle, Michael","Las Vegas, NV",Consumer Electronics Association,1/7/10,1/10/10,4,PA14 2010-01-07
PA14,"Doyle, Michael","Tel Aviv, Israel",The American Israel Education Foundation,12/11/10,12/19/10,9,PA14 2010-12-11
PA15,"Dent, Charles","Cambridge, MD",Congressional Institute,3/12/09,3/14/09,3,PA15 2009-03-12
PA16,"Pitts, Joseph R.","Baltimore, MD",The Heritage Foundation,2/5/09,2/7/09,3,PA16 2009-02-05
PA16,"Pitts, Joseph R.","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,PA16 2009-03-12
PA16,"Pitts, Joseph R.",Algiers,Defense Forum Foundation,8/3/09,8/9/09,7,PA16 2009-08-03
PA16,"Pitts, Joseph R.","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,PA16 2010-01-14
PA16,"Pitts, Joseph R.","Palm Beach, FL",Club for Growth,3/5/10,3/7/10,3,PA16 2010-03-05
PA16,"Pitts, Joseph R.","Cambridge, MD",Congressional Institute,5/6/10,5/8/10,3,PA16 2010-05-06
PA16,"Pitts, Joseph R.","Culpepper, VA","The Heritage Foundation, Third Way Institute",6/3/10,6/3/10,1,PA16 2010-06-03
PA16,"Pitts, Joseph R.","Tel Aviv, Israel",American Israel Education Foundation,7/3/10,7/11/10,9,PA16 2010-07-03
PA16,"Pitts, Joseph R.","Richmond, VA",Amerigreen Inc.,7/13/10,7/13/10,1,PA16 2010-07-13
PA18,"Murphy, Tim","Chicago, IL",Healthcare Information and Management Systems Society (HIMSS),4/4/09,4/5/09,2,PA18 2009-04-04
PA18,"Murphy, Tim","Berlin, Germany",U.S. Former Members of Congressional Association,3/28/10,4/2/10,6,PA18 2010-03-28
PA2,"Fattah, Chaka (Amendment)","Philadelphia, PA",Mercatus Center at George Mason University,2/20/09,2/22/09,3,PA2 2009-02-20
PA2,"Fattah, Chaka","Yulee, FL",ThirdWay,6/5/09,6/7/09,3,PA2 2009-06-05
PA2,"Fattah, Chaka","Philadelphia, PA",Mercatus Center at George Mason University,2/20/10,2/22/10,3,PA2 2010-02-20
PA2,"Fattah, Chaka","Ankara, Turkey",Turkish Coalition of America,7/3/10,7/11/10,9,PA2 2010-07-03
PA3,"Dahlkemper, Kathleen A.","Philadelphia, PA",Robert Wood Johnson Foundation,5/28/09,5/28/09,1,PA3 2009-05-28
PA5,"Thompson, Glenn","Tel Aviv, Israel",American Israel Education Foundation (AIEF),8/2/09,8/9/09,8,PA5 2009-08-02
PA5,"Thompson, Glenn","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,PA5 2010-01-14
PA5,"Thompson, Glenn","Taipei, Taiwan","Fu Jen Catholic Catholic University, Taiwan",11/6/10,11/13/10,8,PA5 2010-11-06
PA6,"Gerlach, Jim","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,PA6 2010-05-06
PA7,"Sestak, Joe",NYC,"Sharenstein Properties, LLC.",4/30/09,4/30/09,1,PA7 2009-04-30
PA7,"Sestak, Joe","Los Angeles, CA","Maher Live, Inc.",11/12/10,11/13/10,2,PA7 2010-11-12
PA8,"Murphy, Patrick J.","Tel Aviv, Israel",American Israel Education Foundation,6/28/09,7/4/09,7,PA8 2009-06-28
PA8,"Murphy, Patrick J.",Boston,John F. Kennedy Library Foundation,11/22/09,11/24/09,3,PA8 2009-11-22
PA9,"Shuster, Bill","Berlin, Germany -",The German Marshall Fund and The Robert Bosch Stifung,2/13/09,2/18/09,6,PA9 2009-02-13
PA9,"Shuster, Bill","Cambridge, MD",Congressional Institute,3/12/09,3/14/09,3,PA9 2009-03-12
PA9,"Shuster, Bill","Queenstown, MD",Partnership for a Secure America,8/1/09,8/2/09,2,PA9 2009-08-01
PA9,"Shuster, Bill",Tel Aviv,American Israel Education Foundation (AIEF),1/4/10,1/10/10,7,PA9 2010-01-04
PA9,"Shuster, Bill","Ankara, Turkey",Turkish Coalition of America,2/13/10,2/21/10,9,PA9 2010-02-13
PA9,"Shuster, Bill","Easton, MD",Congressional Institute,5/6/10,5/8/10,3,PA9 2010-05-06
PA9,"Shuster, Bill","Queenstown, MD",Partnership for a Secure America,5/22/10,5/23/10,2,PA9 2010-05-22
PA9,"Shuster, Bill",Gettysburg National Battlefiel,The American Enterprise Institute for Public Policy Research,6/20/10,6/20/10,1,PA9 2010-06-20
RI1,"Kennedy, Patrick J.","Cambridge, MA",Kauffman Foundation,5/27/09,5/27/09,1,RI1 2009-05-27
RI1,"Kennedy, Patrick J.",Tel Aviv,American Israel Education Foundation,12/5/09,12/13/09,9,RI1 2009-12-05
RI2,"Langevin, James","Ankara, Turkey",Turkish Coalition of America,7/3/10,7/11/10,9,RI2 2010-07-03
RI2,"Langevin, James","Albuquerqe, NM",American Association for the Advancement of Science and the Carnegie Corporation of New York,8/8/10,8/12/10,5,RI2 2010-08-08
RI2,"Langevin, James","Las Vegas, NV",Chistopher and Dana Reeve Foundation,12/10/10,12/14/10,5,RI2 2010-12-10
SC2,"Wilson, Joe","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,SC2 2009-03-12
SC2,"Wilson, Joe","Santa Barbara, CA",Young America's Foundation,11/13/09,11/16/09,4,SC2 2009-11-13
SC3,"Barrett, J. Gresham","Baltimore, MD",The Heritage Foundation is a (a 501 (c)(3) non-profit organization.,2/5/09,2/6/09,2,SC3 2009-02-05
SC4,"Inglis, Bob","Baltimore, MD",Heritage Foundation,2/5/09,2/6/09,2,SC4 2009-02-05
SC4,"Inglis, Bob","Cambridge, MD",Congressional Institute,3/12/09,3/14/09,3,SC4 2009-03-12
SC4,"Inglis, Bob",Algiers,Defense Forum Foundation,8/3/09,8/9/09,7,SC4 2009-08-03
SC4,"Inglis, Bob","Charlottesville, VA",The Heritage Foundation,1/14/10,1/15/10,2,SC4 2010-01-14
SC4,"Inglis, Bob","Taiwan, China",Fu Jen Catholic University,10/8/10,10/15/10,8,SC4 2010-10-08
SC6,"Clyburn, James","Jackson, MS",The Foundation of Education and Economic Developement,1/29/09,1/30/09,2,SC6 2009-01-29
SC6,"Clyburn, James","Miami, FL","Maritime Trades Department, AFL-CIO",2/26/09,2/27/09,2,SC6 2009-02-26
SC6,"Clyburn, James","San Antonio, TX",Pharmaceutical Research and Manufacturers of America,4/4/09,4/5/09,2,SC6 2009-04-04
SC6,"Clyburn, James","Belgium, Brussels",The German Marshall Fund of the United States (GMF),5/24/09,5/30/09,7,SC6 2009-05-24
SC6,"Clyburn, James","Yulee, FL",Third Way and the Howard Gilman Foundation,6/5/09,6/7/09,3,SC6 2009-06-05
SC6,"Clyburn, James","Orlando, FL",Mt. Moriah Missionary Baptist Church,6/13/09,6/14/09,2,SC6 2009-06-13
SC6,"Clyburn, James","New Orleans, LA",McDonalds USA,7/2/09,7/3/09,2,SC6 2009-07-02
SC6,"Clyburn, James","Memphis, TN",Congressional Black Caucus Political Education and Leadership Institute,8/13/09,8/16/09,4,SC6 2009-08-13
SC6,"Clyburn, James",NYC,Humpty Dumpty Institute,9/10/09,9/11/09,2,SC6 2009-09-10
SC6,"Clyburn, James","Saginaw, MI",Saginaw Branch NAACP-Freedom Fund Committee,9/27/09,9/28/09,2,SC6 2009-09-27
SC6,"Clyburn, James","Williamsburg, VA",Third Way,10/23/09,10/25/09,3,SC6 2009-10-23
SC6,"Clyburn, James","Atlanta, GA","Congressional Black Caucus Foundation, Inc.",12/3/09,12/4/09,2,SC6 2009-12-03
SC6,"Clyburn, James","Ft. Lauderdale, FL",Consumer Speciality Products Association,12/7/09,12/7/09,1,SC6 2009-12-07
SC6,"Clyburn, James","Tel Aviv, Israel",American Israel Education Foundation,2/13/10,2/21/10,9,SC6 2010-02-13
SC6,"Clyburn, James","Caracas, Venezuela",The Center for Democracy in the Americas,2/17/10,2/20/10,4,SC6 2010-02-17
SC6,"Clyburn, James","Havana, Cuba",Center for Democracy in Americas,3/28/10,4/1/10,5,SC6 2010-03-28
SC6,"Clyburn, James","Ankara, Turkey",Turkish Coalition of America,7/3/10,7/11/10,9,SC6 2010-07-03
SC6,"Clyburn, James","Tunica, MS",Congressional Black Caucus Political Education and Leadership Institute,8/12/10,8/15/10,4,SC6 2010-08-12
SC6,"Clyburn, James","Phildelphia, PA",Third Way,11/12/10,11/14/10,3,SC6 2010-11-12
TN1,"Roe, David","Philadelphia, PA",Mercatus Center - George Mason University,2/20/09,2/22/09,3,TN1 2009-02-20
TN1,"Roe, David","Tel Aviv, Israel",AEIF,8/1/09,8/9/09,9,TN1 2009-08-01
TN1,"Roe, David","Cambridge, MD",Congressional Institute,5/6/10,5/7/10,2,TN1 2010-05-06
TN2,"Duncan, John","Panama, FL",Missippi Valley Branch or the Associated General Contractors,2/5/09,2/6/09,2,TN2 2009-02-05
TN2,"Duncan, John","Nashville, TN",IRET,4/16/09,4/19/09,4,TN2 2009-04-16
TN3,"Wamp, Zach","Amman, Jordan -",The Aspen Institute Congressional Program,2/14/09,2/21/09,8,TN3 2009-02-14
TN3,"Wamp, Zach","Philadelphia, PA",Mercatus Center at George Mason University,2/20/09,2/22/09,3,TN3 2009-02-20
TN3,"Wamp, Zach","Royal Oaks, MD",Faith and Law; Fieldstead and Company,9/4/09,9/6/09,3,TN3 2009-09-04
TN3,"Wamp, Zach",New York City,Humpty Dumpty Institute,10/29/09,10/31/09,3,TN3 2009-10-29
TN3,"Wamp, Zach","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,TN3 2010-05-06
TN4,"Davis, Lincoln","Nashville, TN",American Israel Foundation (AIEF),8/8/09,8/16/09,9,TN4 2009-08-08
TN4,"Davis, Lincoln","Nashville, TN",Vanderbilt University Medical Center (VUMC),8/9/09,8/10/09,2,TN4 2009-08-09
TN4,"Davis, Lincoln","Tel Aviv, Israel",American Israel Education Foundation,7/3/10,7/11/10,9,TN4 2010-07-03
TN5,"Cooper, Jim","Ft. Lauderdale, FL",Alliance for Health Reform,1/10/09,1/12/09,3,TN5 2009-01-10
TN5,"Cooper, Jim","Baltimore, MD",Catholic Health Association,2/21/09,2/22/09,2,TN5 2009-02-21
TN5,"Cooper, Jim",Los Angeles,Congressional Colition on Adoption Institute,8/17/09,8/19/09,3,TN5 2009-08-17
TN5,"Cooper, Jim","Ft. Lauderdale, FL",Alliance for Health Reform,1/15/10,1/17/10,3,TN5 2010-01-15
TN5,"Cooper, Jim","Madrid, Spain",The Aspen Institute Congressional Program,2/15/10,2/21/10,7,TN5 2010-02-15
TN5,"Cooper, Jim","New York, NY",Third Way,7/18/10,7/19/10,2,TN5 2010-07-18
TN6,"Gordon, Bart","Front Royal, VA",Ecological Society of America,5/15/09,5/15/09,1,TN6 2009-05-15
TN6,"Gordon, Bart","Williamsburg, VA",Third Way,10/23/09,10/25/09,3,TN6 2009-10-23
TN6,"Gordon, Bart","Berlin, Germany",The United States Association of Former Members of Congress,3/28/10,4/6/10,10,TN6 2010-03-28
TN6,"Gordon, Bart","Lisbon, Portugal",The Aspen Institute Congressional Program,4/5/10,4/11/10,7,TN6 2010-04-05
TN6,"Gordon, Bart","Boston, MA",Massachusetts Institute of Technology and The Ewing Marion Kauffman Foundation,4/7/10,4/9/10,3,TN6 2010-04-07
TN6,"Gordon, Bart","Ames, IA","Iowa State University, Iowa Renewable Fuels Association, Renewable Fuels Foundation and Green Plains",8/16/10,8/19/10,4,TN6 2010-08-16
TN6,"Gordon, Bart","Rochester, NY",Optical Society of America,10/25/10,10/26/10,2,TN6 2010-10-25
TN6,"Gordon, Bart","Beijing, China",Globe International,11/4/10,11/9/10,6,TN6 2010-11-04
TN7,"Blackburn, Marsha",FLL,Alliance for Health Reform,1/10/09,1/11/09,2,TN7 2009-01-10
TN7,"Blackburn, Marsha",PBI,Club for Growth,3/6/09,3/7/09,2,TN7 2009-03-06
TN7,"Blackburn, Marsha","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,TN7 2009-03-12
TN7,"Blackburn, Marsha","Chicago, IL",HIMMS,4/5/09,4/6/09,2,TN7 2009-04-05
TN7,"Blackburn, Marsha","Las Vegas, NV",Consumer Electronics Show,1/6/10,1/8/10,3,TN7 2010-01-06
TN7,"Blackburn, Marsha","Palm Beach, FL",Club for Growth,3/5/10,3/5/10,1,TN7 2010-03-05
TN7,"Blackburn, Marsha","San Francisco, CA",Information Technology and Innovation Foundation,6/2/10,6/4/10,3,TN7 2010-06-02
TN7,"Blackburn, Marsha","Tel Aviv, Israel",American Israel Education Foundation,7/3/10,7/11/10,9,TN7 2010-07-03
TN7,"Blackburn, Marsha (Amendment)","Orlando, FL",The National Foundation for Women Legislators (NFWL),11/20/10,11/20/10,1,TN7 2010-11-20
TN8,"Tanner, John S.","Queenstown, MD",Partnership for a Secure America,8/1/09,8/2/09,2,TN8 2009-08-01
TN8,"Tanner, John S.","Bedford, PA",Democratic Leadership Council,10/23/09,10/25/09,3,TN8 2009-10-23
TN8,"Tanner, John S.","Ankara, Turkey",Turkish Coalition of America,7/3/10,7/11/10,9,TN8 2010-07-03
TN8,"Tanner, John S.","Banja Luka, Bosnia and Herzego",International Committee of the Red Cross,10/9/10,10/17/10,9,TN8 2010-10-09
TN9,"Cohen, Steve","Havana, Cuba",Center for Democracy in the Americas,3/28/10,4/1/10,5,TN9 2010-03-28
TN9,"Cohen, Steve","Denver, CO",Bikes Belong Foundation,6/9/10,6/11/10,3,TN9 2010-06-09
TN9,"Cohen, Steve","Ankara, Turkey",Turkish Coalition of America,8/14/10,8/22/10,9,TN9 2010-08-14
TX1,"Gohmert, Louie","Baltimore, MD",The Heritage Foundation,2/5/09,2/5/09,1,TX1 2009-02-05
TX1,"Gohmert, Louie","Tel Aviv, Israel",American Israel Education Foundation,8/1/09,8/9/09,9,TX1 2009-08-01
TX1,"Gohmert, Louie","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,TX1 2010-01-14
TX1,"Gohmert, Louie","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,TX1 2010-05-06
TX11,"Conaway, K.","Las Vegas, NC",National Association of Broadcasters,4/18/09,4/21/09,4,TX11 2009-04-18
TX11,"Conaway, K.",Ankara-,Institute of Interfaith Dialog for World Peace,8/7/09,8/20/09,14,TX11 2009-08-07
TX11,"Conaway, K.","Queenstown, MD",Partnership for a Secure America,11/14/09,11/15/09,2,TX11 2009-11-14
TX11,"Conaway, K.","Berlin, Germany",U.S. Association of Former Members of Congress Study Group on Germany,3/28/10,4/2/10,6,TX11 2010-03-28
TX11,"Conaway, K.","Cambridge, MD","Congressional Institute, Inc.",5/6/10,5/8/10,3,TX11 2010-05-06
TX11,"Conaway, K.","Tbilisi, Georgia",International Committee of the Red Cross (ICRC),7/3/10,7/11/10,9,TX11 2010-07-03
TX12,"Granger, Kay","Kitgum, Uganda",International Committee on the Red Cross,8/22/09,8/30/09,9,TX12 2009-08-22
TX12,"Granger, Kay","Ayacucho, Peru",CARE,6/1/10,6/5/10,5,TX12 2010-06-01
TX13,"Thornberry, Mac","Wye River, MD",Partnership for a Secure,5/22/10,5/23/10,2,TX13 2010-05-22
TX14,"Paul, Ron","Winston Salem, NC","National Young Americans for Liberty, Wake Forest Young Americans for Liberty, and Wake Forest Colle",4/20/09,4/21/09,2,TX14 2009-04-20
TX18,"Jackson Lee, Sheila","Myrtle Beach, SC",The Congressional Black Caucus Institute,3/4/10,3/7/10,4,TX18 2010-03-04
TX18,"Jackson Lee, Sheila","Cambridge, MD",Harvard Black Students Association,5/26/10,5/26/10,1,TX18 2010-05-26
TX19,"Neugebauer, Randy","Baltimore, MD",the Heritage Foundation,2/5/09,2/7/09,3,TX19 2009-02-05
TX19,"Neugebauer, Randy","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,TX19 2009-03-12
TX19,"Neugebauer, Randy","Charlottesville, VA",The Heritage Foundation,1/14/10,1/16/10,3,TX19 2010-01-14
TX19,"Neugebauer, Randy","Boston, MA",MIT,4/7/10,4/9/10,3,TX19 2010-04-07
TX19,"Neugebauer, Randy","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,TX19 2010-05-06
TX2,"Poe, Ted","Pittsburgh, PA",Pennsylvania District Attorney's Association,2/3/09,2/4/09,2,TX2 2009-02-03
TX2,"Poe, Ted","Las Vegas, NV",PBUS (Professional Bail Agents of the United States,2/16/09,2/18/09,3,TX2 2009-02-16
TX2,"Poe, Ted","Nashville, TN","Voices for Victms and the U.S. Attorney's Office, MDTN",4/30/09,5/1/09,2,TX2 2009-04-30
TX2,"Poe, Ted","Atlantic City, NJ",New Jersey Narcotic Enforcement Officers Association,6/11/09,6/11/09,1,TX2 2009-06-11
TX2,"Poe, Ted","Royal Oak, MD",Faith and Law; Fieldstone and Company,9/4/09,9/6/09,3,TX2 2009-09-04
TX2,"Poe, Ted",New York,Humpty Dumpty Institute,10/29/09,10/30/09,2,TX2 2009-10-29
TX2,"Poe, Ted","Albuquerque, NM",New Mexico Coalition of Sexual Assault Programs and New Mexico Crime Victims Reparation Commission,4/8/10,4/9/10,2,TX2 2010-04-08
TX2,"Poe, Ted","Napa, CA",National District Attorneys Association,7/11/10,7/12/10,2,TX2 2010-07-11
TX2,"Poe, Ted","San Antonio, TX",Texas Municipal Police Association,7/23/10,7/24/10,2,TX2 2010-07-23
TX2,"Poe, Ted","Ankara, Turkey",Turkish Coalition of America,8/14/10,8/22/10,9,TX2 2010-08-14
TX2,"Poe, Ted","Banja Luka, Bosnia",International Committee of the Red Cross,10/9/10,10/17/10,9,TX2 2010-10-09
TX2,"Poe, Ted","Virginia Beach, VA",Virginia Gang Investigators Association,10/18/10,10/19/10,2,TX2 2010-10-18
TX20,"Gonzalez, Charles A.",Chicago - O'Hare,The Healthcare Information and Management Systems Society (HIMSS),4/4/09,4/6/09,3,TX20 2009-04-04
TX21,"Smith, Lamar","Hotsprings, VA",The Congressional Institute,1/29/09,1/31/09,3,TX21 2009-01-29
TX21,"Smith, Lamar","Cambridge, MD",Congressional Institute,3/12/09,3/15/09,4,TX21 2009-03-12
TX21,"Smith, Lamar","San Diego, CA","Judicial Watch, Inc.",6/30/09,7/6/09,7,TX21 2009-06-30
TX21,"Smith, Lamar","Baltimore, MD",The Congressional Institute,1/28/10,1/30/10,3,TX21 2010-01-28
TX21,"Smith, Lamar","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,TX21 2010-05-06
TX22,"Olson, Pete","Philadelphia, PA",Mercatus Center at George Mason University,2/20/09,2/22/09,3,TX22 2009-02-20
TX22,"Olson, Pete","Boston, MA",Massachusetts Institute of Technology and the Ewing Marion Kauffman Foundation,5/27/09,5/30/09,4,TX22 2009-05-27
TX22,"Olson, Pete","Lusby, MD",The Nuclear Energy Institute,6/19/09,6/19/09,1,TX22 2009-06-19
TX22,"Olson, Pete","Tel Aviv, Israel",American Israel Education Foundation (AIEF),8/1/09,8/9/09,9,TX22 2009-08-01
TX22,"Olson, Pete",Tel Aviv,American Israel Education Foundation,12/5/09,12/13/09,9,TX22 2009-12-05
TX22,"Olson, Pete","Cambridge, MD",Congressional Institute,5/7/10,5/8/10,2,TX22 2010-05-07
TX24,"Marchant, Kenny","Tel Aviv, Israel",American Israel Education Foundation,7/5/10,7/12/10,8,TX24 2010-07-05
TX25,"Doggett, Lloyd","Valencia, Spain",The Aspen Insitute Congressional Program,4/4/09,4/15/09,12,TX25 2009-04-04
TX25,"Doggett, Lloyd",Dubrovnik,The Aspen Institute Congressional Program,5/22/09,6/1/09,11,TX25 2009-05-22
TX25,"Doggett, Lloyd","La Selva Biological Station, S","Organization for Tropical Studies, The Gordon and Betty Moore Foundation, and the Lucille Packard Fo",10/10/09,10/13/09,4,TX25 2009-10-10
TX25,"Doggett, Lloyd","Madrid, Spain",The Aspen Institute Congressional Program,2/11/10,2/21/10,11,TX25 2010-02-11
TX25,"Doggett, Lloyd","Ankara, Turkey",Turkish Coalition of America,2/13/10,2/21/10,9,TX25 2010-02-13
TX25,"Doggett, Lloyd","Lisbon, Portugal",The Aspen Institute Congressional Program,4/1/10,4/11/10,11,TX25 2010-04-01
TX26,"Burgess, Michael","Ft Lauderdale, FL",The Commonwealth Fund Alliance for Health Reform,1/10/09,1/12/09,3,TX26 2009-01-10
TX26,"Burgess, Michael","Baltimore, MD",The Heritage Foundation,2/5/09,2/6/09,2,TX26 2009-02-05
TX26,"Burgess, Michael","Cambridge, MD",The Congressional Institute,3/12/09,3/14/09,3,TX26 2009-03-12
TX26,"Burgess, Michael","Valencia, Spain",The Aspen Institute Congressional Program,4/4/09,4/10/09,7,TX26 2009-04-04
TX26,"Burgess, Michael","Greenville, SC",North Carolina Obstetrical and Gynecological Society,4/25/09,4/26/09,2,TX26 2009-04-25
TX26,"Burgess, Michael","Indianapolis, IN","St. Vincent Medical Hospital, Indianapolis, IN",5/11/09,5/11/09,1,TX26 2009-05-11
TX26,"Burgess, Michael","Houston, TX",American Association of Clinical Endocrinologists,5/16/09,5/16/09,1,TX26 2009-05-16
TX26,"Burgess, Michael",Ontario -,Franklin Center for Global Policy Exchange,8/9/09,8/14/09,6,TX26 2009-08-09
TX26,"Burgess, Michael","FT Lauderdale, FL",Alliance for Health REform-funded through a grant by the Commonwealth Fund,1/15/10,1/17/10,3,TX26 2010-01-15
TX26,"Burgess, Michael","Cambridge, MD",The Congressional Institute,5/6/10,5/8/10,3,TX26 2010-05-06
TX26,"Burgess, Michael","New York, NY",The Humpty Dumpty Institute,12/9/10,12/10/10,2,TX26 2010-12-09
TX27,"Ortiz, Solomon P.",Beijing,Robstown Improvement Development Corporation,4/5/09,4/13/09,9,TX27 2009-04-05
TX27,"Ortiz, Solomon P.","Beijing, China",Robstown Improvement Development Board,1/2/10,1/10/10,9,TX27 2010-01-02
TX29,"Green, Gene","Fort Lauderdale, FL","The Alliance for Health Reform, The Commonwealth Fund",1/10/09,1/12/09,3,TX29 2009-01-10
TX29,"Green, Gene","Baltimore, MD","Alliance for Health Reform, Catholic Health Association, the Commonwealth Fund",2/19/09,2/20/09,2,TX29 2009-02-19
TX29,"Green, Gene","Tel Aviv, Israel",American Israel Education Foundation (AIEF),8/7/09,8/16/09,10,TX29 2009-08-07
